Soil Moisture,Temperature,Humidity,Time,Status
10,39,54,73,ON
33,29,69,15,ON
46,9,49,26,OFF
12,28,52,88,ON
22,18,64,27,ON
18,16,46,92,OFF
2,17,27,31,ON
60,24,55,18,OFF
57,27,46,102,OFF
77,31,62,73,ON
57,0,67,3,OFF
63,11,38,27,OFF
77,38,55,16,OFF
88,44,50,5,OFF
48,25,31,2,ON
50,34,37,16,ON
8,36,51,33,ON
16,8,56,71,ON
47,19,37,68,ON
42,22,32,90,ON
67,23,68,5,ON
1,39,52,33,ON
66,41,33,102,OFF
61,25,48,98,OFF
52,42,62,105,OFF
52,31,60,36,ON
50,13,23,21,ON
82,4,60,10,OFF
37,40,70,56,ON
63,19,61,48,OFF
74,16,36,48,ON
25,25,69,101,OFF
3,44,66,92,OFF
46,29,27,59,ON
7,45,57,34,ON
84,41,23,50,ON
85,25,38,75,ON
3,13,70,108,OFF
32,22,55,10,ON
71,19,28,49,OFF
25,35,44,61,ON
81,37,58,89,ON
81,5,56,26,OFF
62,17,54,45,OFF
30,5,47,106,OFF
4,33,33,2,ON
39,10,48,56,OFF
81,31,45,58,ON
20,41,46,48,ON
49,25,28,89,OFF
44,30,22,58,ON
52,27,55,73,ON
69,42,68,60,ON
64,32,53,69,ON
20,4,29,87,ON
45,9,43,2,OFF
63,37,46,13,OFF
43,24,60,65,OFF
35,0,25,108,OFF
64,23,25,49,OFF
52,2,46,58,OFF
39,17,21,31,ON
54,28,36,108,OFF
27,25,60,56,OFF
82,26,66,4,OFF
82,27,56,83,ON
83,30,59,17,OFF
75,7,58,9,OFF
27,42,62,96,OFF
11,39,63,9,ON
79,16,70,42,ON
53,20,26,4,ON
70,10,29,54,OFF
67,21,47,70,ON
88,25,62,97,OFF
42,31,38,63,ON
1,21,32,104,OFF
60,36,52,54,ON
77,21,64,75,ON
1,12,55,21,ON
39,11,38,103,OFF
27,7,21,20,ON
58,39,38,45,ON
8,16,33,42,ON
70,40,52,78,ON
70,33,66,91,OFF
76,30,37,55,ON
49,38,25,14,ON
65,9,57,58,OFF
34,3,62,31,ON
5,18,22,94,OFF
38,19,26,110,OFF
58,18,22,99,OFF
73,11,67,83,ON
66,25,26,35,OFF
26,6,27,55,OFF
28,27,65,36,ON
21,25,48,100,OFF
8,45,32,3,ON
62,32,23,19,OFF
26,28,44,74,ON
62,40,47,69,ON
84,19,33,7,OFF
55,8,38,83,ON
35,10,44,76,OFF
25,28,39,101,OFF
83,28,58,105,OFF
34,37,61,17,ON
11,20,29,109,OFF
17,15,65,105,OFF
88,14,40,100,OFF
2,6,37,83,ON
52,38,35,86,ON
67,14,64,79,ON
45,21,41,91,OFF
55,21,40,32,ON
55,4,40,47,OFF
20,22,29,87,ON
68,14,56,77,OFF
28,35,22,70,ON
86,20,56,62,OFF
78,12,32,14,OFF
79,36,43,80,ON
42,0,34,63,OFF
2,17,42,13,OFF
3,44,44,102,OFF
83,0,25,65,OFF
90,38,34,37,OFF
13,37,21,2,ON
48,6,22,63,OFF
1,29,54,51,ON
56,43,63,41,ON
5,38,22,36,ON
86,5,58,1,OFF
35,3,66,56,ON
8,15,66,24,ON
41,38,51,59,ON
70,38,60,11,OFF
56,20,31,49,OFF
43,35,39,32,ON
43,42,68,94,OFF
71,4,38,66,OFF
83,17,23,105,OFF
81,0,70,27,OFF
80,34,22,51,ON
84,34,70,99,OFF
79,17,61,82,OFF
46,23,64,3,ON
24,26,62,6,ON
28,41,59,19,ON
84,42,61,49,ON
1,16,53,103,OFF
47,14,70,94,OFF
18,2,59,64,ON
58,2,57,103,OFF
11,8,47,92,OFF
31,45,22,101,OFF
67,10,70,75,ON
62,3,31,45,OFF
21,1,51,76,OFF
17,41,29,63,ON
75,9,34,108,OFF
14,13,29,105,OFF
88,45,49,23,OFF
32,14,57,10,ON
59,11,64,72,ON
16,35,50,2,ON
79,17,35,45,ON
60,23,61,93,OFF
31,16,24,36,ON
71,7,48,58,OFF
73,1,50,64,OFF
12,2,52,105,OFF
13,35,39,47,ON
16,29,27,78,ON
68,30,25,70,ON
7,8,51,66,ON
27,24,31,17,ON
32,14,42,17,ON
49,12,56,29,ON
3,31,49,85,ON
63,23,69,0,ON
36,32,23,29,ON
41,36,41,28,ON
60,42,28,89,ON
82,13,24,63,OFF
11,23,42,5,ON
37,27,40,64,ON
17,12,42,38,ON
79,0,62,92,OFF
90,24,62,109,OFF
14,36,47,102,OFF
31,10,43,21,ON
2,4,70,6,OFF
24,1,25,20,OFF
78,19,29,35,OFF
3,24,51,32,OFF
83,39,70,81,ON
72,15,44,57,ON
43,35,34,5,ON
51,18,27,54,OFF
88,36,59,109,OFF
50,32,29,94,OFF
48,35,32,82,ON
48,41,57,26,ON
52,25,21,102,OFF
4,16,41,61,ON
38,35,64,53,ON
86,4,44,104,OFF
31,36,48,33,ON
84,3,27,65,OFF
81,38,23,1,OFF
51,40,56,13,ON
3,28,41,91,OFF
29,18,46,84,ON
21,11,23,65,OFF
6,25,66,54,ON
88,22,51,56,ON
71,11,66,40,ON
77,6,21,26,OFF
73,19,43,104,OFF
6,14,63,82,ON
59,33,45,110,OFF
64,27,34,29,OFF
18,1,43,47,ON
19,8,54,66,ON
25,15,55,109,OFF
12,34,43,110,OFF
80,20,37,33,OFF
74,42,54,65,ON
30,10,22,109,OFF
13,13,26,52,ON
50,6,31,45,OFF
34,8,53,93,OFF
2,12,43,88,ON
7,36,26,47,ON
20,43,58,7,ON
46,21,23,79,OFF
69,0,37,23,OFF
84,23,41,8,OFF
65,42,50,25,OFF
14,30,69,98,OFF
5,5,44,14,ON
60,28,48,12,OFF
84,4,36,56,OFF
36,8,55,108,OFF
89,15,58,49,OFF
83,43,40,8,OFF
42,28,35,29,ON
28,16,63,98,OFF
57,0,30,23,OFF
47,15,47,11,ON
16,1,55,100,OFF
76,5,64,0,OFF
9,9,27,41,ON
74,20,24,53,OFF
59,20,29,104,OFF
65,26,29,104,OFF
46,18,61,89,OFF
38,9,65,27,ON
26,3,62,54,OFF
27,8,50,55,OFF
74,44,56,104,OFF
83,27,25,21,OFF
75,10,25,46,OFF
33,44,59,105,OFF
69,24,32,19,OFF
90,25,50,51,ON
4,1,58,81,ON
14,28,49,27,ON
70,12,67,109,OFF
51,24,32,4,ON
40,0,66,32,OFF
17,29,46,98,OFF
36,10,63,58,OFF
66,35,68,32,OFF
39,27,51,15,ON
57,9,63,35,ON
46,27,31,33,ON
68,40,24,21,OFF
38,15,63,6,ON
89,14,44,89,ON
73,4,33,0,OFF
15,2,47,56,ON
51,36,50,18,ON
69,37,38,3,ON
50,45,35,50,ON
56,5,64,43,ON
7,2,29,55,ON
77,28,64,19,OFF
36,29,38,42,ON
34,42,37,102,OFF
58,35,20,84,ON
82,35,23,81,ON
57,9,56,78,OFF
82,37,20,19,OFF
78,25,22,100,OFF
54,8,36,96,OFF
29,19,54,60,OFF
28,33,23,37,ON
88,23,43,75,ON
54,17,55,93,OFF
25,44,64,109,OFF
30,11,52,63,OFF
19,1,28,93,OFF
90,23,36,25,OFF
88,7,66,16,OFF
64,45,29,107,OFF
51,22,30,106,OFF
61,27,43,99,OFF
32,45,43,102,OFF
76,23,43,11,OFF
3,40,66,25,ON
83,39,50,11,OFF
14,43,59,15,ON
37,0,29,47,OFF
3,23,22,74,ON
22,44,43,11,ON
27,31,52,38,ON
67,18,50,13,OFF
24,32,54,89,ON
85,39,52,44,ON
54,16,25,107,OFF
33,5,36,8,OFF
10,19,55,94,OFF
2,40,61,5,ON
16,39,38,7,ON
30,25,22,40,ON
13,45,24,30,ON
3,31,56,22,ON
84,17,40,93,OFF
69,29,40,52,ON
49,31,31,106,OFF
61,45,41,78,ON
77,3,28,51,OFF
29,19,61,28,ON
8,4,33,16,ON
1,16,49,31,OFF
6,7,35,10,ON
15,5,37,96,OFF
21,32,25,12,ON
64,1,62,101,OFF
75,4,57,3,OFF
77,12,51,6,OFF
30,35,33,8,ON
87,3,66,15,OFF
1,3,38,8,OFF
76,8,67,34,OFF
58,14,65,22,ON
70,8,70,63,ON
16,17,56,72,ON
82,13,63,74,OFF
56,42,70,105,OFF
67,6,68,93,OFF
5,38,28,29,ON
63,17,35,43,ON
67,18,47,2,ON
88,1,55,38,OFF
71,29,40,59,ON
50,6,63,47,OFF
8,38,68,48,ON
40,16,58,12,OFF
4,4,33,73,ON
43,13,44,1,ON
31,11,68,48,ON
45,3,50,85,OFF
66,1,55,98,OFF
24,32,55,80,ON
77,22,66,110,OFF
21,35,53,20,ON
4,41,21,42,ON
55,15,56,28,ON
64,13,66,67,ON
14,8,55,77,ON
79,34,20,50,ON
25,6,69,77,ON
11,11,32,85,ON
47,25,29,84,OFF
82,23,51,47,ON
8,33,34,101,OFF
83,18,24,90,OFF
86,19,33,58,ON
69,44,34,49,ON
36,19,61,37,ON
36,34,55,83,ON
83,16,70,91,OFF
11,21,64,50,ON
77,29,51,47,ON
64,13,45,107,OFF
15,24,58,101,OFF
7,28,36,0,ON
50,16,65,73,ON
55,24,38,64,ON
19,3,58,12,ON
9,22,52,102,OFF
23,43,63,110,OFF
2,18,25,30,ON
23,23,46,28,ON
83,41,55,12,OFF
88,44,26,92,OFF
73,34,24,24,OFF
62,28,39,9,ON
30,27,61,25,ON
30,42,36,30,ON
85,5,43,2,OFF
67,38,36,61,ON
69,39,70,14,OFF
75,43,34,94,OFF
28,27,55,104,OFF
26,2,65,20,ON
8,5,32,43,ON
38,23,53,85,ON
87,42,59,106,OFF
27,5,27,85,OFF
5,23,33,62,ON
44,15,55,17,ON
89,32,63,95,OFF
63,31,46,61,ON
5,34,39,54,ON
78,21,26,45,OFF
48,0,44,104,OFF
49,43,49,95,OFF
2,10,70,70,ON
10,18,70,16,ON
20,18,32,65,ON
52,14,45,101,OFF
48,34,53,99,OFF
51,26,43,27,ON
14,41,69,27,ON
10,17,61,103,OFF
47,45,29,85,ON
76,34,29,92,OFF
51,10,51,103,OFF
88,6,23,2,OFF
63,8,45,47,OFF
44,39,30,106,OFF
4,35,67,62,ON
5,0,69,72,ON
26,3,64,91,OFF
47,9,21,87,OFF
38,4,42,10,ON
49,35,45,36,ON
56,26,22,57,ON
76,21,51,18,OFF
59,44,62,80,ON
44,3,68,44,OFF
67,27,39,61,ON
86,39,65,94,OFF
78,18,20,100,OFF
16,0,54,33,OFF
10,4,23,34,ON
45,3,55,1,OFF
87,24,55,29,OFF
1,21,61,43,ON
31,0,62,82,OFF
74,27,48,106,OFF
68,29,23,69,ON
46,4,21,76,OFF
74,12,45,13,OFF
32,27,22,28,ON
33,13,55,3,ON
76,23,63,15,OFF
14,22,23,60,ON
34,28,34,58,ON
17,4,69,80,ON
47,40,67,37,ON
55,23,29,94,OFF
82,39,59,17,OFF
50,27,41,18,ON
58,21,36,48,ON
15,32,29,99,OFF
25,32,59,23,ON
46,24,23,49,ON
83,13,39,6,OFF
8,39,47,52,ON
75,13,39,71,ON
19,37,60,85,ON
76,17,61,101,OFF
71,43,26,14,OFF
65,5,20,90,OFF
27,39,52,45,ON
39,0,39,13,OFF
35,42,69,39,ON
57,33,40,105,OFF
40,42,46,106,OFF
65,35,65,70,ON
37,0,53,90,OFF
41,20,36,74,ON
42,8,38,0,OFF
5,10,37,14,ON
30,18,64,77,ON
88,42,43,58,ON
71,37,69,8,OFF
17,26,69,29,ON
66,17,68,1,ON
83,37,46,34,OFF
25,38,61,17,ON
81,35,30,9,OFF
41,39,49,40,ON
54,29,62,17,ON
81,12,36,96,OFF
2,6,70,79,ON
2,44,59,107,OFF
45,11,50,46,OFF
30,8,52,44,OFF
39,22,61,101,OFF
8,25,39,46,ON
85,20,69,48,ON
44,2,38,21,ON
40,35,26,18,ON
52,0,24,51,OFF
62,4,23,56,OFF
7,12,46,13,ON
3,7,26,8,OFF
24,32,43,74,ON
42,37,31,18,ON
71,4,40,109,OFF
55,24,20,63,ON
23,14,46,4,ON
22,15,55,1,ON
9,7,64,51,ON
24,40,20,110,OFF
54,34,21,61,ON
75,31,52,27,OFF
42,6,32,87,ON
32,1,31,94,OFF
81,39,37,104,OFF
65,43,43,80,ON
57,24,25,43,OFF
55,27,59,28,ON
75,0,38,83,OFF
70,31,35,86,ON
86,36,57,31,OFF
76,15,50,28,OFF
83,4,54,37,OFF
52,15,46,79,ON
4,10,24,46,ON
47,11,32,39,ON
13,26,29,35,ON
81,25,34,93,OFF
68,33,43,8,ON
72,6,39,28,OFF
26,29,27,69,ON
81,2,66,74,OFF
69,11,27,59,OFF
57,34,39,23,ON
61,22,66,1,ON
63,42,45,67,ON
34,28,31,8,ON
10,28,30,61,ON
86,41,51,0,OFF
66,1,21,15,OFF
23,33,43,50,ON
86,35,56,87,ON
56,1,64,24,ON
8,14,56,36,ON
47,40,34,72,ON
41,12,34,37,ON
48,27,61,97,OFF
82,31,66,105,OFF
51,15,44,3,ON
48,35,67,23,ON
89,30,32,15,OFF
67,44,49,85,ON
75,0,65,87,OFF
35,24,26,102,OFF
12,4,50,68,ON
74,7,30,84,OFF
50,5,49,38,ON
35,29,41,63,ON
66,44,27,59,ON
89,16,65,93,OFF
27,7,61,0,OFF
17,32,31,15,ON
25,24,54,66,ON
19,3,47,63,ON
17,41,26,21,ON
71,14,60,107,OFF
66,44,64,77,ON
29,34,60,103,OFF
85,40,36,52,ON
38,10,61,102,OFF
43,3,28,43,OFF
28,45,59,72,ON
82,42,45,82,ON
88,17,37,9,OFF
42,38,66,20,ON
22,23,49,18,ON
65,31,67,31,OFF
60,19,40,12,OFF
30,29,25,102,OFF
42,44,36,14,ON
89,9,28,73,OFF
61,21,39,38,OFF
45,39,38,54,ON
38,42,48,6,ON
4,20,67,39,ON
83,41,59,84,ON
13,16,35,83,ON
89,5,38,74,OFF
7,29,61,101,OFF
47,16,30,76,OFF
61,44,68,85,ON
30,15,41,93,OFF
51,20,41,85,ON
85,17,36,25,OFF
12,40,59,26,ON
33,23,30,103,OFF
52,17,36,108,OFF
55,4,36,90,OFF
17,0,53,48,ON
87,8,35,98,OFF
40,1,21,44,OFF
31,25,24,105,OFF
46,19,44,30,ON
85,16,36,73,ON
29,13,50,66,OFF
79,38,48,57,ON
30,10,57,8,OFF
87,29,24,38,OFF
21,23,66,50,ON
36,35,50,98,OFF
59,11,61,45,OFF
37,9,36,2,OFF
76,2,61,78,OFF
40,15,49,71,OFF
11,32,36,102,OFF
11,11,61,98,OFF
86,19,63,38,OFF
5,29,30,58,ON
3,27,57,103,OFF
44,6,23,49,OFF
76,26,64,3,OFF
16,3,34,81,ON
14,15,60,39,ON
9,10,52,68,ON
60,18,70,37,OFF
59,2,32,69,ON
21,30,58,45,ON
76,23,55,76,ON
15,30,48,99,OFF
31,23,70,72,ON
42,15,43,6,ON
87,45,21,56,ON
54,27,60,77,OFF
40,40,29,101,OFF
4,39,58,50,ON
32,29,47,89,ON
28,33,21,64,ON
85,38,60,104,OFF
37,37,31,71,ON
10,42,68,58,ON
10,6,29,95,OFF
75,40,35,73,ON
38,0,40,16,OFF
90,30,34,51,ON
77,15,42,108,OFF
68,13,68,103,OFF
53,19,68,29,ON
37,17,47,108,OFF
20,3,56,76,ON
84,22,37,21,OFF
53,15,39,14,ON
71,35,49,1,OFF
62,19,40,46,ON
49,45,38,37,ON
74,1,61,37,OFF
54,2,56,43,OFF
69,23,25,80,OFF
77,24,26,12,OFF
20,27,26,49,ON
11,45,45,62,ON
6,40,41,34,ON
25,30,64,78,ON
24,6,52,14,ON
73,15,47,92,OFF
85,18,55,58,OFF
67,45,21,48,ON
83,36,36,65,ON
17,17,47,12,OFF
30,1,68,93,OFF
18,9,66,48,ON
23,41,32,36,ON
81,25,33,39,OFF
78,26,28,109,OFF
86,30,26,6,OFF
12,6,46,73,ON
50,3,63,67,OFF
27,14,62,72,OFF
21,42,34,96,OFF
66,6,50,99,OFF
7,23,61,51,ON
58,24,63,97,OFF
66,23,55,33,OFF
62,41,52,76,ON
26,40,43,106,OFF
27,2,41,110,OFF
68,16,47,37,OFF
23,33,54,95,OFF
90,11,64,96,OFF
62,10,38,17,OFF
8,37,60,28,ON
60,18,64,37,OFF
56,41,48,92,OFF
69,8,44,101,OFF
85,18,36,17,OFF
6,41,39,89,ON
28,40,26,89,ON
24,32,50,16,ON
51,44,47,16,ON
55,2,36,74,OFF
46,39,40,47,ON
4,16,59,89,ON
84,43,47,98,OFF
22,24,20,5,ON
84,2,69,52,OFF
81,18,48,70,ON
28,45,47,25,ON
80,38,43,108,OFF
51,13,56,32,ON
3,0,35,74,ON
61,16,47,101,OFF
90,23,60,6,OFF
81,42,62,86,ON
74,6,51,89,OFF
30,23,68,47,ON
18,14,62,28,ON
85,41,22,12,OFF
48,14,67,13,ON
84,39,34,101,OFF
31,23,64,40,ON
29,32,62,71,ON
54,37,37,56,ON
14,12,47,79,ON
60,8,44,74,OFF
7,33,39,50,ON
29,7,32,83,ON
45,16,62,15,OFF
30,0,34,0,OFF
7,38,38,77,ON
86,8,20,68,OFF
84,22,30,106,OFF
12,19,44,58,ON
81,14,30,33,OFF
84,38,29,70,ON
88,9,67,13,OFF
44,0,63,19,OFF
26,17,51,22,OFF
19,26,21,59,ON
13,21,65,72,ON
37,14,40,85,ON
89,28,34,17,OFF
57,15,26,84,OFF
78,16,46,73,ON
81,15,68,87,ON
21,18,20,47,OFF
76,37,21,31,OFF
45,43,55,40,ON
22,3,20,42,OFF
24,9,50,93,OFF
15,5,56,17,ON
7,0,30,38,OFF
90,45,38,47,ON
10,14,42,96,OFF
42,39,51,51,ON
41,10,50,48,OFF
33,41,40,85,ON
47,38,33,76,ON
90,14,26,97,OFF
11,1,49,45,ON
35,25,42,42,ON
2,28,56,96,OFF
35,39,24,7,ON
83,35,50,93,OFF
4,4,33,97,OFF
5,44,51,94,OFF
85,45,25,83,ON
39,16,31,63,OFF
80,11,60,82,OFF
54,31,57,83,ON
3,35,60,7,ON
66,32,34,86,ON
68,24,25,76,OFF
76,10,70,12,OFF
59,0,54,49,OFF
5,17,66,48,ON
21,11,61,99,OFF
45,22,26,15,ON
12,12,65,105,OFF
9,13,66,95,OFF
58,33,65,4,ON
74,6,49,97,OFF
61,4,21,44,OFF
14,22,54,6,ON
66,14,36,70,ON
37,24,32,80,ON
10,10,56,69,ON
85,27,29,17,OFF
78,23,61,22,OFF
85,43,41,20,OFF
68,31,42,60,ON
86,29,51,44,ON
82,41,47,46,ON
20,7,44,25,ON
73,20,41,60,ON
40,14,33,67,ON
77,15,45,61,ON
56,1,58,80,OFF
37,10,33,98,OFF
27,25,68,3,ON
47,39,56,34,ON
80,32,53,93,OFF
60,38,41,95,OFF
25,0,27,59,OFF
85,5,22,85,OFF
21,41,39,23,ON
32,26,23,94,OFF
59,12,41,7,ON
22,24,25,103,OFF
5,21,70,62,ON
31,23,21,94,OFF
85,27,29,65,OFF
75,39,58,104,OFF
61,22,58,85,OFF
49,24,49,50,ON
58,29,39,2,ON
90,19,24,30,OFF
46,9,63,30,OFF
45,17,68,9,ON
40,8,23,34,ON
64,24,29,19,OFF
21,21,67,10,ON
49,8,67,102,OFF
28,34,49,74,ON
74,13,31,74,OFF
89,44,47,35,OFF
12,10,59,5,OFF
62,15,38,66,ON
44,30,35,106,OFF
51,16,31,69,OFF
6,23,52,70,ON
20,27,29,76,ON
2,24,56,1,ON
9,37,55,99,OFF
1,16,59,93,OFF
48,43,42,24,ON
66,30,65,57,ON
25,24,38,8,ON
13,8,31,53,ON
49,20,34,73,ON
4,1,33,7,OFF
66,31,68,8,ON
30,7,30,7,OFF
84,14,70,109,OFF
38,28,69,47,ON
17,21,40,40,ON
37,5,55,20,ON
49,13,22,106,OFF
35,36,41,82,ON
6,18,30,57,ON
46,5,56,35,ON
31,23,68,39,ON
5,28,36,100,OFF
59,29,40,15,ON
75,5,23,105,OFF
37,19,40,92,OFF
77,35,45,67,ON
8,23,47,83,ON
7,40,20,66,ON
82,5,21,75,OFF
70,33,36,95,OFF
6,12,30,99,OFF
10,8,69,19,ON
68,23,33,97,OFF
62,30,48,31,OFF
26,10,35,1,OFF
37,30,54,77,ON
42,13,59,81,OFF
18,15,66,64,ON
82,18,45,50,ON
29,7,27,7,OFF
64,14,53,50,OFF
9,3,34,33,ON
35,10,56,89,OFF
82,25,24,66,ON
84,1,26,41,OFF
1,11,56,46,ON
46,45,26,53,ON
58,37,35,38,ON
1,28,39,48,ON
87,1,47,89,OFF
1,25,35,99,OFF
49,34,53,14,ON
14,15,66,34,ON
63,18,42,65,ON
8,31,56,108,OFF
89,28,27,103,OFF
54,28,26,8,ON
17,26,39,63,ON
70,42,59,28,OFF
60,32,39,92,OFF
74,23,54,38,OFF
47,8,54,34,OFF
42,38,57,84,ON
89,3,62,86,OFF
3,28,34,63,ON
8,31,63,17,ON
51,41,53,27,ON
43,37,48,75,ON
17,7,25,73,ON
20,32,53,42,ON
12,31,57,86,ON
66,27,46,29,OFF
41,39,40,70,ON
12,44,70,88,ON
7,9,49,33,OFF
3,17,23,65,ON
6,3,39,88,ON
10,37,46,41,ON
63,16,36,7,ON
28,35,20,8,ON
77,9,69,21,OFF
38,6,68,19,ON
70,44,67,30,OFF
49,10,31,62,OFF
35,30,27,77,ON
65,4,49,110,OFF
3,13,26,15,ON
57,4,69,97,OFF
68,13,44,49,ON
22,43,36,7,ON
20,41,27,72,ON
12,34,53,70,ON
23,3,41,98,OFF
4,9,48,82,ON
7,18,21,21,ON
22,13,30,0,ON
40,33,32,108,OFF
48,20,49,54,ON
88,5,24,67,OFF
44,25,54,96,OFF
45,29,54,20,ON
82,40,68,12,OFF
53,18,68,36,ON
35,18,40,104,OFF
16,8,29,104,OFF
34,0,65,85,OFF
25,28,63,19,ON
27,25,59,24,OFF
22,33,28,66,ON
77,42,28,58,ON
65,41,53,7,ON
66,43,53,92,OFF
87,10,46,106,OFF
37,8,35,68,ON
61,8,52,62,OFF
81,27,59,14,OFF
48,19,21,15,ON
5,27,55,3,ON
46,44,38,17,ON
51,20,60,39,ON
14,16,43,105,OFF
52,5,70,47,OFF
32,3,39,107,OFF
45,36,44,64,ON
72,27,37,7,OFF
44,45,60,87,ON
53,11,38,75,ON
35,40,55,108,OFF
77,39,57,39,OFF
84,21,47,84,ON
66,8,32,97,OFF
49,2,37,110,OFF
16,7,37,75,ON
74,6,24,107,OFF
13,45,21,43,ON
41,5,56,99,OFF
57,45,56,30,ON
34,10,66,22,ON
45,29,38,88,ON
58,2,36,100,OFF
44,32,21,42,ON
52,23,34,57,ON
23,5,26,70,OFF
2,17,42,76,ON
87,11,46,35,OFF
16,4,52,93,OFF
10,3,35,17,ON
52,5,39,19,ON
11,4,50,56,ON
78,10,45,89,OFF
18,37,30,78,ON
57,36,37,106,OFF
17,32,61,110,OFF
7,43,58,76,ON
81,18,59,12,OFF
38,15,36,11,ON
6,26,48,87,ON
56,37,48,14,ON
34,2,69,28,ON
47,34,37,87,ON
65,12,27,28,OFF
70,27,42,43,ON
66,0,53,17,OFF
77,1,61,64,OFF
70,32,49,96,OFF
22,37,58,104,OFF
86,7,31,17,OFF
26,12,46,49,OFF
46,26,28,25,ON
20,43,63,87,ON
88,45,20,54,ON
23,27,42,6,ON
66,23,23,98,OFF
30,19,61,87,OFF
42,40,57,38,ON
78,5,56,27,OFF
44,30,50,28,ON
59,39,31,3,ON
75,3,58,93,OFF
29,4,55,34,ON
3,17,22,81,ON
87,28,41,95,OFF
10,31,51,93,OFF
42,16,26,12,ON
33,2,28,40,OFF
71,11,56,13,OFF
10,16,57,93,OFF
5,28,58,25,ON
25,8,48,11,OFF
89,38,39,102,OFF
72,17,23,63,OFF
71,40,35,110,OFF
89,19,42,93,OFF
1,37,26,25,ON
70,44,50,7,OFF
31,3,56,53,OFF
42,26,27,72,OFF
71,3,45,103,OFF
27,25,57,95,OFF
67,15,48,45,OFF
78,7,45,71,OFF
32,1,65,21,ON
24,7,39,107,OFF
53,9,54,30,ON
83,3,47,47,OFF
52,33,31,44,ON
75,45,60,19,OFF
46,28,37,63,ON
15,39,56,61,ON
64,16,51,24,OFF
49,18,24,37,ON
75,19,43,54,ON
67,6,54,105,OFF
2,23,23,75,ON
44,12,48,107,OFF
39,28,64,58,ON
71,7,55,40,OFF
68,14,39,18,OFF
76,44,62,30,OFF
5,20,54,28,ON
21,36,35,25,ON
76,25,64,75,ON
18,43,30,81,ON
71,40,69,44,ON
14,34,35,93,OFF
41,3,46,105,OFF
39,28,68,44,ON
34,37,24,100,OFF
73,36,46,82,ON
88,35,61,31,OFF
33,7,62,8,OFF
45,33,36,45,ON
76,28,57,102,OFF
46,19,53,7,ON
10,13,32,2,ON
78,16,64,4,OFF
23,34,53,66,ON
86,39,48,39,OFF
90,42,53,56,ON
49,31,58,100,OFF
23,32,67,40,ON
43,39,24,58,ON
36,2,62,104,OFF
59,22,22,76,OFF
12,3,29,38,ON
8,17,48,51,ON
44,5,68,104,OFF
42,19,62,105,OFF
61,16,42,53,ON
46,3,44,57,OFF
85,45,60,4,OFF
29,37,24,83,ON
43,8,65,7,OFF
35,38,51,94,OFF
74,41,20,29,OFF
86,28,64,101,OFF
42,34,48,51,ON
60,31,54,84,ON
55,39,20,15,ON
21,30,55,62,ON
76,41,55,34,OFF
23,32,62,101,OFF
78,45,35,32,OFF
62,39,70,81,ON
30,38,40,61,ON
84,6,39,97,OFF
84,29,66,27,OFF
57,3,23,102,OFF
62,12,59,47,OFF
35,37,33,66,ON
48,22,30,56,OFF
68,27,64,97,OFF
14,24,35,45,ON
69,39,68,37,OFF
34,3,58,20,ON
82,15,57,95,OFF
6,27,66,47,ON
86,34,24,46,ON
30,4,49,17,ON
11,24,61,39,OFF
62,23,59,109,OFF
50,23,56,39,ON
44,39,61,71,ON
66,26,25,5,ON
13,45,33,47,ON
15,39,42,82,ON
86,44,31,109,OFF
25,28,27,34,ON
84,0,57,32,OFF
52,39,60,63,ON
6,35,45,87,ON
55,37,70,77,ON
60,9,69,43,ON
81,41,26,58,ON
54,37,31,71,ON
66,2,53,103,OFF
9,27,33,39,ON
67,39,46,70,ON
57,25,23,90,ON
81,24,66,89,ON
75,6,70,68,OFF
12,35,53,77,ON
28,5,51,59,OFF
22,7,62,20,ON
70,34,40,16,OFF
23,41,23,61,ON
64,2,25,21,OFF
32,35,28,91,OFF
63,23,56,48,OFF
77,31,57,42,ON
44,27,55,39,ON
9,32,32,2,ON
15,9,33,84,ON
69,7,51,88,OFF
7,17,36,41,ON
12,12,50,65,ON
69,15,28,32,OFF
64,12,25,46,OFF
71,35,68,66,ON
72,11,34,38,OFF
72,42,40,16,OFF
65,34,31,0,ON
51,31,34,23,ON
2,31,23,100,OFF
1,17,70,71,ON
9,21,51,54,ON
17,9,23,94,OFF
12,36,24,102,OFF
79,24,25,43,OFF
30,17,63,73,OFF
57,10,57,69,OFF
78,17,20,45,OFF
62,34,38,17,OFF
24,24,61,103,OFF
67,15,51,96,OFF
56,4,69,92,OFF
82,36,28,91,OFF
10,35,34,38,ON
13,20,61,37,ON
25,34,23,55,ON
67,17,25,15,OFF
38,38,44,42,ON
22,9,34,9,OFF
46,29,43,86,ON
51,34,50,0,ON
88,24,69,65,ON
65,7,44,64,OFF
18,38,60,78,ON
82,42,28,48,ON
34,8,35,70,ON
36,13,37,12,ON
38,19,57,90,OFF
84,29,35,33,OFF
84,27,33,110,OFF
8,27,49,76,ON
37,45,31,19,ON
80,8,70,73,ON
45,35,28,108,OFF
26,43,66,26,ON
2,21,62,98,OFF
26,32,64,20,ON
16,38,34,21,ON
1,9,44,77,ON
10,18,56,19,ON
16,32,54,27,ON
62,35,50,69,ON
36,29,29,60,ON
48,3,42,36,ON
11,6,24,74,ON
4,34,56,43,ON
64,35,49,72,ON
86,44,61,68,ON
71,41,44,107,OFF
85,12,49,39,OFF
39,7,30,31,ON
